4, 2, 1, 0, {1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, "aabb"		2		Passed	


	12, 3, 1, 0, {1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, "abaacdddfeff"		6		Passed	


	10, 4, 10, 7, {4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, {0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, ""		6		Passed	


	100000, 2, 100000, 1, {2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, {0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {0, 0, 50000, 50000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {49999, 49999, 99999, 99999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, ""		4		Passed	


	100000, 99980, 987654, 654321, {26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26}, {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}, {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653, 987653}, "topcoderopen"		99990		Passed	


	100000, 38619, 998244353, 843868002, {578395139, 37, 40970214, 98676151, 79630331, 54665494, 1, 829409, 1, 9300167, 1, 81933, 25023, 63463072, 85900372, 78, 1, 2958, 24793, 99, 7547172, 825386131, 6722692, 246093, 794117}, {52944114, 4, 7349312, 7490253, 4726740, 5911872, 0, 401231, 0, 3880949, 0, 53044, 4280, 34817705, 51111515, 36, 0, 1022, 12475, 65, 186268, 160836166, 1105840, 155055, 154508}, {425453335, 286866186, 130614015, 341104775, 377610476, 273446300, 27410851, 395589214, 373747887, 816112531, 341623539, 64658152, 106375767, 262902679, 382517660, 449081802, 627178025, 750871920, 192054108, 162389923, 174508575, 488378492, 296188982, 22814536, 385872643}, {523411152, 289015493, 492912405, 429643578, 862515841, 933555504, 356194592, 584927469, 896288304, 876534486, 726328937, 85358142, 285119958, 311549848, 675210623, 695932978, 869830007, 872484200, 288095149, 471832300, 801226211, 838415621, 718608846, 809566989, 926656863}, "yfcuunwdtqczlvxlhzoyokafpwcfabxsxuvdnnyybgfezvaunujgufstilxeoqfpuzgbcxnikwcgxrfpzpbwnwrmwdfbgqnjtxpdpangdotdlanllwfcoyhqmnvjqgohrjrzvltvwkjizaytrlwzlctdwpmlvbxchaupigisogklvlsoutewexgqpvwhrjrfqsdqdhasugmozdyzyljqyuxunmkcxkexuqmovbzdkjcqpmotscphewrirjqkwbfgxtoewxouicarkspyybfybxremadujjzuuugkowtbpzghanezqmrxqmibzhvlcdbgilzoblvvwmnqgwsdbqpsnxwnlapthusdtzorwtrhmxrlxpheurufsvxsqaddveftrousdoqkicxmlfnjalwkohfzglevtmlhiqgznofwrioeygobhpeispzjwxhrdwpzirklcqymzouwlhzedruwdeacbdrnuouxvdgoafpnytxtablfziokaotclqzptcbzhvwyburoufcvkqppslfzwfcnsofvtbvkdqsmfqolhpygwfycqdbvmavgadtlnwfadiacvthtpwxtgaibubtkqpzocyyjucabwamvqhoobjsnlsamwaaykssllvsopumgvhmldxtdaetnbbknyqlwchwdrgyzzykbuszzfatutgomiaihoubiiaokyhyswjhogwxwxnlqezgbzrabnyerusvzvjqdegzjoqqhphbrhcplyfevdzzanbbhdvatappujcmezduozapgtivsxkvjsnielajuysxdnjwmujzuwhszaiyxjsbultmdkeawxfvpzwhwgpzntpkatdfbctyldhxihwqvzgdvitghkzbqcinxbmikwcgkfvwhenzvbonglmhevrwoddfnzlmrbaqxcllxfdqjkqxrkauxsummocdjjkvutrkchnzlssgczbtzberuosmcxfaqkqtwtzpzaznwqczkntahwyoudfep"		38622		Passed	


	100000, 97026, 998244353, 958660707, {195, 1, 3079, 867373497, 5190760, 13997512, 79, 35, 223297, 19151, 369211, 7557, 326, 9235704, 65394, 9, 9, 54, 13890890, 7131798, 734, 6391, 299426417, 1, 8218}, {96, 0, 2420, 352115245, 3348755, 13837688, 23, 17, 185191, 11497, 41679, 1010, 100, 8837877, 39396, 4, 1, 53, 906039, 359009, 554, 4324, 100174911, 0, 7769}, {95432835, 36582799, 494367689, 186115899, 132218888, 452925554, 306040572, 566196517, 94319208, 86830455, 387546699, 140899760, 121989312, 253942239, 370287941, 299863481, 600874007, 415431563, 562591048, 110218, 490067407, 492618281, 285969508, 156841460, 307262735}, {782878901, 571939669, 565896086, 576988163, 345280824, 587293975, 319124834, 688759046, 143394334, 574717910, 501663998, 263639663, 562330674, 736918129, 630120101, 389431381, 916030266, 825930135, 917938005, 69638432, 924988656, 873228755, 716487376, 300533043, 611234763}, "pbxptszrgcnzzetbxsrewzdhjzxybsldoqqdombdrjxqdvwkmeqhczbjyebeybguaeycmwphxnxmvyqskkdwtmhbhylkwxigngeovtawvvkceoawnjtagunwgxadgurhatcstaevsukhuwcvmveemgvbtobkbcbhexqtfthagxryccpdxcbycppmgsoqshfujrpfiuqmyxxzmzlygbwtniyiwseypuxmdqajbfbilmxrrhkaldryqjrlculztikmwbdhqovlrfazdvmvvtbiosgrigrsxfowtgnheohplrjzcztxopojwrcisvpdllqherycbdtbyfdyfatuigyitrjplagdldzxurmzvxaqyxlbuekpabcayupjikyfhasvsatoulkzgahisbirlalrsmjzmmdyencxqvajihqajjvddggqlviwnykbvfaepzdrzygaqdcbhvqfczsgqommhriihtymzwxmrxidvdojwrcgdngiwodevexnnkxvaoayrsufslqaihmnqabagrulajmkuvtbzncrqcbcimkjwsmivpmdtodmxkqdzdbnwzispchnhozfpirlinpucarivsaaldwtulvctglsggunalhbabeduwqdjcguswnpwphapbxkwnhnheqqstnmrnjzsrqhjnaslbupgkrkffyjyctzjaxivyrkjpicihmpqryovyiccmwkrrnjanllxrhnzbymjuxnevwzqaoalbkxmehmmngcnqzbiaaraxjzdqrpzuibviyywlhsccgqnjofissmqwbkdlzgabqmvjhpdjjnxzxsuxmcpawvigufpaszidpsyizkwonfdqcvcfyekblfavvdmoskpfwphiwzqhkfpqbhklbvvnhmjshrzqpyzlqjgjxgtzooqcpnohevsuzomdwocqrvtlfaqnqaizlkqkqfyvxfpnpajyowdjntbmcxddtvgqyfsluzanatumoupcprjabuhptummvz"		97026		Passed	


	100000, 8999, 998244353, 680650770, {80814502, 1207739, 659023, 54, 97247764, 2122, 4242942, 4206, 982133426, 86, 16530418, 165368309, 67777608, 8704, 9712928, 49958, 97, 6587, 13, 369, 931542, 36, 677135, 1, 5065640}, {27745202, 369801, 440484, 21, 45070057, 68, 1069022, 2017, 699176579, 20, 10584827, 90153306, 23149425, 8174, 6207065, 45349, 28, 935, 9, 90, 339798, 3, 621952, 0, 4851110}, {406409916, 120857846, 153623895, 3320811, 718106132, 443164052, 297580077, 293270212, 560160611, 499453599, 531594060, 532822473, 101356030, 624417479, 118559632, 258282512, 651617896, 288441218, 236545288, 403616424, 50535429, 610627002, 126655900, 588593319, 668026950}, {815648589, 916640845, 698299184, 972709037, 840169849, 697644991, 913032879, 754124006, 820776015, 516245095, 995984889, 866130831, 626381265, 700116646, 898380599, 633701620, 857118837, 678045195, 540209009, 744804959, 117910764, 977632182, 165100504, 682319989, 857807443}, "zfcrujexwimbyyaooypohfiztpbgnpkwmhzwqnwclrjftikryspiylrxrcstsifynnxdeicukzlklbicgshiwmsofizzhbfmmtwkqdzupezmsndiuhehlfyvjmufezwaeitwedewofwvkokxbmzryqgzjiefkpefbyejrpyeqaxholjeuvlcuyagcktzuedjpbflzmlzyardvgljoklfhehfpucrgosugrlnwvzivzcmngufvfnwmhcmgxukukygiqbhwdqsqdwqsfdwlfshdinclsrtihaimoepjoefpmvtosxjrgbhzzthuayjobrgsfryxdvgyorhulsfknwkbwpkbndigguvxvuzymfzmkqqbgrsqtjbryknjrzibahxlkigrkviwfryzgtivrtbccvvyrhubshpwldcjhhczqapvahuptfkobfchqapkgavmhrsqvkkntboumwlewxjqkfxwuzfvivuzhlkvzvpmavfbkfloccgvtptimppbbmfugyiwkqslyvukrmsnrfyngyzynldsibwtqvlhdxwwrxmjjqotthovfriftceaocmmwgzqdmcmiiqvojzjpkallexxhrnitidljxjngvbghcbawkmgmabchltzidunuptdrdknrnfrbcgjtwxvrbytffxfkohnbsnduftnngljxilcciexopvtczivtothekhwbjzemqegibuxqtkrljmjyyojunvawuvqmhvwxwanhklralxpeehvctadzzmmxwbjmoihnsevilzarlxvcostizharwjtlxkcezgvkjghpotowttydkxuwpgyogbypwkfkfqrszyohezsxuakntdkarsdkpylkbrxwaldriojxgcltqufyoyrkzjmxkiktoptnbmjdxabephbnwjbcrjtyfhlasnpirddkzcajcdvvwgzebpbcnzsmomymbabsbnlxoujtepchwidovurdqrwgkadbqkiyfgppuyyokd"		9010		Passed	


	100000, 19575, 998244353, 967213700, {1638, 42998, 394, 493, 833, 4036, 94171, 305351551, 38978110, 46, 161559, 65980906, 859438, 931459, 159492, 34, 97162894, 655001, 65, 2433819, 26, 7603043, 30672591, 52, 705985924}, {577, 41484, 185, 448, 605, 3877, 59463, 168053021, 16742046, 44, 116213, 27562410, 346967, 709290, 116086, 33, 3536755, 296988, 64, 1094308, 10, 7055359, 25828424, 48, 426098611}, {102709203, 296740697, 11661426, 560433590, 393004128, 471497853, 476791675, 234884896, 227035663, 828470371, 154028537, 182519807, 70467751, 47186496, 498279747, 132707263, 371422219, 187701739, 525686438, 22410802, 25483627, 208685447, 220582518, 605073558, 703471244}, {522991431, 501537887, 988613221, 871845215, 429852029, 975354488, 754724307, 839278730, 396558966, 995673617, 728011409, 573306135, 85592218, 292926042, 564334346, 358659652, 423231030, 660704255, 565414488, 353109499, 680283218, 933705840, 863169745, 820474608, 707265285}, "cwpwoiqlyeycyxkphwaljqnrrazxkkldyykzotmcqymiwbzdqpaazlywqpzuegyghtiismabovcdgdmzoqbhpcwzubdcxebddrdxymcwgyvbuhgiayzgasyfmbqgdwpzzkkxgypqncbtpfbjijzlyecvjmsnzjocomzfsdianpqieikiixpslggcsuianxhrruvehirfnlbojenqvausuugarvpprmmwgvdeuxwsxrgortsqxrwabgmqdtdgctvpfjqrgrmmhoeyryrafnuunfqotqccjdgyooauzqkkkuzpcflwqcgmketzlrxuilaxoeoxravzndhghxoswlbgfwlorwvlomvozjnlxurwpqshqgogladygtfdwzndtiiajkazhxokobtabfssanjvtbzefgnjhbprffycwtlpmdlmzpwufhjdgghiayiknaeymyiwlfthcqbjzmolunkjvvcxsabspfdwnhybtnbskpiadbtluqbxegiyzqztookugtzibeuqgdmyufviuevtpywttibiabzueobzsdvpiwlvcwythnpfpizgrsttwswlutonkhhexyoszgumqfbhdjdhbxiegqeyriowfoehhzajexaehsmxyjtczbhomtimcttdnucufzfllfuxrmgmluojrylkatypuwustepfpnnqkizbxgginarehtakhgwovmrlkyqurvdfqeqxttyvvjinnzxsnxodjxyfsxxbfaxjuyzjfnojmvkyknangslbkiqlqmkdejghqmvbtezukvisdqwdbapcapoocfgvmzywnsxxrdtklssalbopmmbogdagmlqkzzehnnsiquzjbqldnbsrkdtsmrbjowqxgunuqzchvquxcxfrqfjyjalteykldksurjbaawiqgomcctjgwvdqkzabnuepgkkqdhymuakgvgihlmtkrsthahbrayvcmtkdukueuyhdjkvyeioedhojjhgyulkqyixr"		19575		Passed	


	100000, 88565, 998244353, 207742966, {78042721, 30, 853041, 4491, 49138719, 81831, 2393, 4380, 3230366, 174964, 4735, 4902114, 83108, 32187374, 68, 8879, 6996024, 1, 186550, 242, 14273, 84, 85000, 1, 440}, {59799392, 28, 235324, 4076, 44431301, 22688, 681, 4255, 949733, 96747, 4436, 4094627, 13360, 4135435, 33, 3709, 2483637, 0, 155081, 218, 3094, 18, 75243, 0, 130}, {747477014, 434051009, 345266137, 536843181, 424399609, 369231969, 303006991, 319681995, 745999776, 367470878, 30004940, 203944726, 9696356, 339729739, 428455350, 742539739, 287819768, 158759572, 670072038, 348293267, 133024621, 737354001, 542572522, 3921581, 129134572}, {980519827, 956857877, 719726217, 968320495, 803907162, 561772002, 805046456, 734688942, 775259080, 803920089, 150147147, 830570522, 502911125, 434928989, 541964704, 925714754, 608517989, 887352572, 894945428, 938750839, 169978599, 773540427, 591814762, 264547518, 936481285}, "pykqpddrmgkpfcxensaedbddtjhoynjtewgiiogetiyawxqijuubuevsbwqrhaemszeronjfrpnxyubeacweokddpuemklozqrliejqqemoxviddnjbqgtphxdkmzippbbwdscajhgbmkftuqgmxjplowwdklrrnimrsoyfochnxseehurumkuomvuljqskokwotghgqmpaqsbcbgykjbpnajxfcdnwababloykczrqnavtijukoswpqvmmjalgaurqhqmhmnfwwgporcimushmqqeshuoqrrqmgfuoicfgkjogvuljbodidshcwmyrzkkxqlzpqhxiombsnufflbplgmeephrxgmtrpinunqcavnlchfmcquvoepcqecgyoyfnlzwdmvrpquzxycycwjopnbtddphhtktkxgdsujkkuiomnfmleqorcjacwgvzsbgepnzcizwdtrddxluzsiwyaphfslkqpickimzfqyzjymfysfyciryorknfpvywrbzaebichpvwzmgwvllbumqfanxtzeemdihfrzjitesbtnnwceakuvvwllbjyljaxkczjegdleuyuokffpsczlnxansvnhnovhuxiwghxusspsksyirodykrczayothzyqoapeibjpdfxvmzizgzozqfaxhslnsxtgglnvufmratuwsuwsccwbvbpajxzvsgxmfmdxeipzspugmwevwxdfvvuervnvnuuwlcmmeuvpcgyhzjgxsndxnnhzgundsoemxsgyakieshvuqycmgtjekyhypxeorhlzrrnomfsgdidufryrjibvcgxhkkhyyzjmapjsjvdwngdtlmjimabzxolxrvjquwshiwkbzggnnfcyrgjnkdezbyxwvrftnjndsicpztiirbxlchjfwdcdbtbngmsvzayxgfiahcgedomyfmyowoxbbvvzpozxhtqvqjlzijnsmopmdurhvqonvtjwlnxyskfwfxxcjwc"		88565		Passed	


	100000, 19191, 998244353, 281422879, {568538, 47, 294, 54979453, 316, 36440529, 866115, 134634114, 1, 3, 35917, 364259, 48197559, 15, 9, 905731, 480, 606, 3, 3863, 21, 2087, 96524873, 670167, 9808}, {317740, 24, 145, 38768861, 21, 3759585, 143188, 54727515, 0, 0, 24899, 105962, 2941596, 0, 0, 279301, 98, 360, 2, 1899, 9, 50, 33421527, 554052, 755}, {124164110, 5998019, 46224524, 52059117, 94257979, 161037121, 677306942, 396047969, 291937291, 330468423, 388846828, 555707943, 695957395, 410259897, 13611089, 597336936, 310557648, 224430680, 590937454, 488371131, 161070476, 441125224, 661668798, 248726844, 186191335}, {911369853, 487592661, 583440759, 578790274, 534621867, 316322076, 739194697, 903594020, 875514924, 667095612, 817620149, 604751939, 983804614, 675826120, 580373808, 986768627, 417406620, 386606998, 946871404, 585099954, 917991829, 839383713, 794174877, 665403088, 635292950}, "gsglywmiozyghunplbqbrvefqfsqauyhgfyjlbfhygxeitatqinzopbrzxvvwpeuyelrkoqwfqbjlpxjsdxlwqbczfkklpcrkamtrpkpmmfetcovnyylhemesdmbjmgeamdhfgvugczshuggjqohltmhuqoivbnerncteohihfnbukjvbbwnyirvkskbtoxladirqpoxqsyzlwoeblfdnhucyqvhkdxmgrhafpwyjczgpzzgsctkgivhrqewopqmzybcpzedngeabhtyzvswnpkofaabaaqvjfqxiaqerjdrwbxoestapfksuyomruzpdpytuwdyfxaehqookzmnkpjsvxcnqyuodhjmzzxjdkmtfjexvvqbzodegeduqgphhxrxfvrknncdnhccuuckrqrpvbjdsyrgloxibzwcvdudwmovwwluvklyizjeevynivmawzyrgmbsdffajffgzknjbahgacffwqtanjoaljkdegvjbpoxmtfnjuommunqrwigfgrsmaiujmwmnfngdbtxoptlstvmphjatkhwsluwiyjijhtnxcpokqtjpebnmvsjuydtcxjwhbnawxcgxcafevxygwjmeuzgjsghxkihjkyqwajroxapykrggnllfmxbqfympqasykhtzzdkiujtxhlzyguffagobtkronrmklmxliljayabioqbdkzmzgvnidvurhddnydpnwpshbjfvzrgtbjhrxrhivctvbngapaurleegfbboqabjdrartupqlfmhmkewnptcmliozbfpsyetwwypmejwffubvbldrddrdlwzgsbldlczmikiwpazysffjxstpzjmhnyoacltkajuitdptfdsluxqizhiwglzpjweseumjukhzwgmxnmhyuzlxkebcuttxrwroybgtstsepoimlkhpjjsixngxzvxgwyckgvqtaybvehrtmxrcbiplnmauykpcwmpazlkhbwstesjxyqzcbw"		19200		Passed	


	100000, 4178, 998244353, 285924639, {441180, 4860, 1, 1002095, 4, 1, 89432, 646037, 114866348, 1904701, 668616, 735011625, 677, 15371, 64534, 48934555, 40, 48162, 6679166, 494, 7, 4231, 1051814, 90301460, 37785}, {364247, 3274, 0, 585983, 2, 0, 58606, 378384, 68502853, 99750, 177014, 186831373, 192, 2274, 28094, 31395835, 5, 23811, 3642870, 130, 6, 1620, 57521, 35899348, 13174}, {196717663, 12100209, 532098676, 186226694, 642681398, 564222373, 268743637, 675283945, 86553346, 72898028, 83716028, 20120955, 357612604, 603446304, 499509003, 112707661, 174381699, 336886481, 353563950, 282447887, 302299434, 279951779, 214344923, 296341386, 279324582}, {465587554, 561652736, 561103549, 543125869, 746719016, 873713269, 347279510, 888002580, 465098222, 736917789, 861062893, 921680990, 749035027, 787763649, 736905541, 619386239, 336071733, 971380967, 940468013, 497790068, 694146947, 716075446, 415756357, 469918589, 483723367}, "vhiwwihnfzjsdmuogwgijaybxyyfdvujdytffcaaigjmztewypdwfwgsuhilordimimiujyuqnyoivayiseaidqwgpmoampqhtoodjdrvmsnhiqxqztvpsgviwnlmlrnwbrgyuskhhanquroijxbhddcupmowpkdmliopuzizbkviarnelmcvkuqlgxqwondoosbiunytutyhjnogsylhtbsmspuymgurktbjsoostrrkpiuqgfmrlwwitmjgyddextbaikdtsttejjgdtlnhopsjuihrzegwtjyatugbffhdkauxysjzqgvvocoswgsnqtgmrinhdyarjstzogigkzxxrofyirqhayipnuhyiltoaaxjwmvaxzezfzoolnbmhmpenjayqazheitzoptgpvwyxezbudxvvtzoogetilnlsgndisrowtrqkzwyccecewakhvuogdqmwxtdozuvgeshdjyloaqrszshdhlzqyalnalgpkzxrbdvqkmhpaeoodjeybcgmxqswoiumzuhswwwohkcdpyqdbwfoictvsgurvrzajcruicopvghjkzaaoljblallwajcrlmwzghwaswaiafmdewwvudpvxeprnaqyygdurchdtdkyktvipgofpuhioosfmmqbbwiegtqixibzdognwjhvkwlgmgrzfmwngcslhttxijpebrmouowhwqndzadrfumekmibuwkmsfflwkxzmuxmbbcsxtpatemzmwkbamvjngqycpvjnguaeqhtmptuedpztzcjlhotrculnkohdwrnldbppvkzyhndsymvkulkkegnddaegtmzwhivglbhpoqazfmldvttijjkvammnrbmwycipsrvvyfxwsixyaxsgoaveucqvltdyfvulowfqasbcrdmwhquyeglbetuytzujssdhhergokqthzadrxiuxviejnranajxnmokbzpbsovrslkxognzhymuqanlwycutcmt"		4187		Passed	


	100000, 61085, 998244353, 914944339, {1, 9483, 15, 9, 9, 78613, 1, 169, 36, 3846163, 39139588, 1, 777541, 76650, 844768, 35893, 63, 591477, 7331, 90, 9604, 58, 417773, 1, 428915}, {0, 2841, 4, 8, 0, 72991, 0, 57, 27, 1906296, 34797045, 0, 647040, 32457, 420225, 899, 38, 372220, 2344, 20, 3907, 24, 153167, 0, 40620}, {210552958, 408598469, 25916664, 485813305, 191229097, 317394218, 362196881, 809742252, 716843741, 951243612, 534760536, 498815827, 555739321, 669920523, 242721435, 134527049, 191532733, 70248801, 561338468, 128081386, 474778726, 625390262, 4152775, 299813902, 344257708}, {721603337, 905709798, 649634604, 918924802, 550546613, 957360138, 403506662, 931090189, 781066813, 974990399, 677134997, 742277069, 894341876, 852643699, 260787662, 851311577, 665333603, 76281962, 587623731, 157197478, 648712965, 876933176, 661696638, 371008306, 621735253}, "tvumrhcpczitclqhvxmxqadbvijrmacsdprclhvwzippzdwtjqlntahqyrmherkzwegrfbqipptuockdzchohxfexkvtzueukcautcsrpddogrugwoffuywjpeklhcmpeliurpxzovpqaudteidirvbcadloytgatuirtbktcyivkulpivyhdbpkgemaeuwlqooowlttavvbgcxeoeamqiaudwvtajmctszrjszcsulfrstwdcvivfwiwwzkyqgwdlhyehufvoknjtkrjmvjpzaemgaflwxbzgogepmtkmamywawieklbryddmjetkwhugbwhbjlcldwqaxghuifmeyddakfhcrsvoebqsvtjdposplwpsgwowyegponoufpulvqygnxtyokaknkeykhkeagagjgnyqaygvjwxsnqratkckogmmcyfdbhrumuuhjaptsdggjdyecbydbrsjttfyybvibembeeahrkxgojcbsmsyafoqxoqnbhegbepngpchrhmptbkidxlottjjqvnedahdtgcuvigpgvmecmhwmtwanwtplecvkhjfhunfjnlygkxjyednzacnponcymnuihuirlczxjnzduipicnmorfvsgdieusfjdjqhhfojrbnqujoniipdkwxsyosxflpewxndzwvegxstshqrukvxtwfrlfcdeeunosefwhzowoficwrailbeuotiwnkzzzndyuraexrymglhdzghcqaazpgkltrihjdekhmrszqchlafsbwukazdtzwfrrppdjwncczlyiyvvkjjxwnbrawixctqxqovjetltjovftpfdjjudpvnfurbvzhzblbrlaqeitlbuhjzhovvcqtbccsmvasjcvcnrlcxjrxpemubicjjykvwzcvlwpphuysqjcmlbdigrnsyyjrcwqzdybtasuelgnccqmuwvriwkntsmmjtdaxklyncysmldstnzlweyxgmgltmlrpluxpm"		61085		Passed	


